spot,pred
2998,0
2999,5
3000,6
3001,2
3002,6
3003,6
3004,0
3005,1
3006,3
3007,2
3008,5
3009,1
3010,3
3011,6
3012,5
3013,5
3014,5
3015,1
3016,5
3017,5
3018,1
3019,0
3020,5
3021,3
3022,4
3023,1
3024,2
3025,0
3026,1
3027,4
3028,5
3029,5
3030,5
3031,1
3032,5
3033,5
3034,3
3035,5
3036,6
3037,1
3038,3
3039,2
3040,3
3041,0
3042,3
3043,3
3044,5
3045,4
3046,6
3047,0
3048,5
3049,6
3050,6
3051,6
3052,4
3053,3
3054,3
3055,3
3056,6
3057,1
3058,4
3059,3
3060,5
3061,3
3062,6
3063,5
3064,3
3065,0
3066,0
3067,6
3068,0
3069,1
3070,6
3071,5
3072,2
3073,2
3074,1
3075,0
3076,4
3077,4
3078,0
3079,3
3080,5
3081,3
3082,5
3083,6
3084,3
3085,4
3086,5
3087,3
3088,4
3089,3
3090,4
3091,5
3092,6
3093,6
3094,0
3095,3
3096,6
3097,2
3098,3
3099,3
3100,6
3101,5
3102,1
3103,5
3104,3
3105,0
3106,3
3107,1
3108,2
3109,5
3110,2
3111,6
3112,3
3113,5
3114,3
3115,0
3116,3
3117,4
3118,5
3119,5
3120,2
3121,6
3122,3
3123,0
3124,3
3125,0
3126,1
3127,0
3128,3
3129,0
3130,2
3131,3
3132,5
3133,0
3134,4
3135,6
3136,3
3137,3
3138,6
3139,3
3140,5
3141,3
3142,2
3143,5
3144,5
3145,4
3146,3
3147,5
3148,3
3149,3
3150,3
3151,1
3152,4
3153,2
3154,0
3155,3
3156,4
3157,5
3158,4
3159,1
3160,3
3161,5
3162,3
3163,5
3164,1
3165,3
3166,6
3167,2
3168,1
3169,5
3170,1
3171,0
3172,3
3173,3
3174,3
3175,4
3176,3
3177,3
3178,1
3179,4
3180,6
3181,6
3182,3
3183,6
3184,6
3185,5
3186,3
3187,2
3188,3
3189,1
3190,3
3191,5
3192,0
3193,4
3194,0
3195,3
3196,3
3197,0
3198,0
3199,3
3200,6
3201,6
3202,2
3203,1
3204,6
3205,6
3206,4
3207,6
3208,0
3209,4
3210,5
3211,2
3212,3
3213,6
3214,6
3215,3
3216,6
3217,0
3218,6
3219,1
3220,6
3221,0
3222,5
3223,3
3224,0
3225,3
3226,6
3227,6
3228,3
3229,5
3230,3
3231,5
3232,3
3233,6
3234,0
3235,5
3236,0
3237,6
3238,3
3239,6
3240,3
3241,6
3242,3
3243,2
3244,2
3245,2
3246,1
3247,6
3248,6
3249,5
3250,5
3251,5
3252,0
3253,5
3254,5
3255,5
3256,0
3257,5
3258,6
3259,0
3260,4
3261,6
3262,1
3263,3
3264,6
3265,0
3266,6
3267,5
3268,3
3269,2
3270,5
3271,5
3272,6
3273,0
3274,0
3275,0
3276,2
3277,6
3278,5
3279,5
3280,5
3281,3
3282,1
3283,1
3284,3
3285,6
3286,0
3287,6
3288,4
3289,1
3290,0
3291,4
3292,6
3293,5
3294,5
3295,3
3296,6
3297,0
3298,6
3299,1
3300,1
3301,3
3302,6
3303,3
3304,5
3305,3
3306,3
3307,5
3308,1
3309,0
3310,1
3311,6
3312,2
3313,5
3314,1
3315,5
3316,4
3317,6
3318,3
3319,1
3320,6
3321,6
3322,0
3323,5
3324,6
3325,4
3326,0
3327,0
3328,1
3329,3
3330,5
3331,5
3332,4
3333,3
3334,3
3335,3
3336,1
3337,3
3338,2
3339,4
3340,5
3341,1
3342,6
3343,3
3344,5
3345,5
3346,3
3347,3
3348,2
3349,6
3350,0
3351,5
3352,3
3353,0
3354,6
3355,5
3356,3
3357,2
3358,1
3359,5
3360,0
3361,3
3362,6
3363,1
3364,1
3365,2
3366,5
3367,5
3368,5
3369,2
3370,4
3371,2
3372,2
3373,3
3374,3
3375,3
3376,5
3377,0
3378,3
3379,5
3380,6
3381,1
3382,3
3383,5
3384,1
3385,5
3386,6
3387,0
3388,4
3389,4
3390,5
3391,6
3392,6
3393,6
3394,5
3395,5
3396,3
3397,4
3398,0
3399,2
3400,2
3401,3
3402,4
3403,3
3404,4
3405,3
3406,3
3407,6
3408,2
3409,3
3410,3
3411,5
3412,1
3413,0
3414,3
3415,4
3416,2
3417,6
3418,1
3419,5
3420,4
3421,5
3422,2
3423,3
3424,3
3425,3
3426,5
3427,3
3428,3
3429,6
3430,1
3431,4
3432,1
3433,5
3434,4
3435,5
3436,6
3437,6
3438,1
3439,6
3440,0
3441,3
3442,5
3443,5
3444,1
3445,3
3446,3
3447,3
3448,4
3449,0
3450,3
3451,5
3452,4
3453,2
3454,1
3455,5
3456,6
3457,5
3458,1
3459,2
3460,5
3461,0
3462,3
3463,5
3464,5
3465,6
3466,4
3467,5
3468,1
3469,3
3470,6
3471,3
3472,6
3473,4
3474,3
3475,5
3476,3
3477,6
3478,6
3479,6
3480,1
3481,5
3482,3
3483,5
3484,0
3485,1
3486,4
3487,3
3488,0
3489,0
3490,1
3491,3
3492,3
3493,3
3494,1
3495,6
3496,3
3497,6
3498,0
3499,2
3500,5
3501,4
3502,5
3503,5
3504,1
3505,0
3506,6
3507,5
3508,5
3509,6
3510,0
3511,0
3512,3
3513,1
3514,0
3515,3
3516,3
3517,6
3518,0
3519,6
3520,3
3521,4
3522,3
3523,5
3524,0
3525,3
3526,3
3527,0
3528,4
3529,6
3530,0
3531,0
3532,5
3533,6
3534,4
3535,5
3536,3
3537,3
3538,4
3539,3
3540,1
3541,1
3542,0
3543,3
3544,0
3545,4
3546,3
3547,3
3548,2
3549,3
3550,4
3551,6
3552,0
3553,5
3554,6
3555,4
3556,3
3557,6
3558,5
3559,5
3560,0
3561,2
3562,3
3563,6
3564,3
3565,4
3566,0
3567,2
3568,3
3569,5
3570,0
3571,3
3572,0
3573,4
3574,5
3575,6
3576,5
3577,6
3578,2
3579,0
3580,5
3581,0
3582,5
3583,3
3584,0
3585,0
3586,0
3587,1
3588,3
3589,0
3590,3
3591,1
3592,5
3593,4
3594,6
3595,3
3596,3
3597,0
3598,6
3599,3
3600,4
3601,1
3602,0
3603,3
3604,3
3605,2
3606,3
3607,4
3608,6
3609,5
3610,3
3611,5
3612,0
3613,0
3614,0
3615,5
3616,6
3617,3
3618,5
3619,0
3620,4
3621,5
3622,5
3623,4
3624,0
3625,3
3626,6
3627,6
3628,4
3629,5
3630,5
3631,0
3632,0
3633,6
3634,0
3635,1
